6.197,4.390,3.339,2.797,14.174,7.887,5.198,15.444,10.294,8.445,7.792
6.051,4.422,3.047,2.812,15.242,8.119,5.250,15.909,11.212,9.198,8.098
6.816,4.485,3.255,2.813,14.902,8.112,5.306,15.686,10.668,9.448,8.148
6.372,4.447,2.985,2.867,14.579,8.095,5.879
6.324,4.204,3.222,2.699,14.401,8.149,5.556
