6.197,4.390,30,45,7.96,8.04,49.70,47.55,174.40,116.10,116.65
6.051,4.422,,,8.02,7.97,49.65,47.60,174.45,116.15,116.65
6.816,4.485,,,7.96,8.10,49.65,47.50,174.40,116.10,116.70
6.372,4.447,,,7.74,8.00,49.65,,,,
6.324,4.204,,,7.97,7.99,49.60,,,,
5.504,4.024,,,,,,,,,
5.928,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
